Año,Tigre de Bengala,Rinoceronte de Java,Gorila de montaña,Elefante asiático,Leopardo de Amur,Orangután de Borneo,Lince ibérico,Cóndor de California,Vaquita marina,Oso polar,Pangolín malayo,Tortuga carey,Atún rojo del Atlántico,Ajolote,Iguana de Ricord,Cacatúa de las Filipinas,Gato de cabeza plana,Mono narigudo,Canguro arborícola de Matschie,Delfín del río Irawadi,Tiburón martillo gigante,Geco de cola de hoja satánico,Pez napoleón,Rana dorada de Panamá,Ciempiés gigante amazónico,Águila monera,Caracol tigre de Borneo,Murciélago de la isla de Navidad,Langur de Delacour,Pez sierra verde,Cangrejo de los cocoteros,Pato serrucho brasileño,Salamandra gigante china,Gacela de Cuvier,Pez ángel de Clarión,Tortuga gigante de Aldabra,Mono araña de cabeza negra,Pez payaso de Mauritania,Tortuga de caparazón blando de Shanghái,Loro orejiamarillo,Pez guitarra común,Cerceta pardilla,Pez sapo de Borneo,Tortuga estrellada de Birmania,Pez loro bicolor,Gorrión de Worthen,Pez ángel emperador,Tortuga de caja de Indochina,Pez cirujano de aleta amarilla,Pez ballesta payaso,Pez mariposa de bandas de cobre,Pez león rojo,Pez escorpión de aletas voladoras,Pez piedra,Ocelote,Zorro de Darwin,Gavial del Ganges,Pez loro azul,Caimán del Orinoco,Tapir malayo,Lobo etíope,Mofeta moteada pigmea,Tortuga mapa de Barbour,Tiburón duende,Iguana azul,Gacela dama,Pato eider de Steller,Caballo de Przewalski,Guacamayo de Spix,Gato de Pallas,Dugongo,Zorro isleño,Salamandra de cueva olm,Tortuga gigante de Galápagos,Pangolín chino,Mariposa monarca,Ciervo almizclero,Gorila de río Cross,Cangrejo de los Yeti,Cebra de Grévy,Antílope saiga,Búho nival,Águila harpía,Gato andino,Dragón de Komodo,Oso panda gigante,Águila filipina,Lobo de crin,Pingüino de Galápagos,Buitre egipcio,Delfín rosado del Amazonas,Periquito de Mauricio,Gaviota rosada,Tortuga laúd,Pez espátula chino,Cabra de los Pirineos,Lémur de cola anillada,Mono capuchino de pecho amarillo,Gato de arena,Rana de Darwin,Lagarto de cola de látigo,Ganso nival
1965,21020.0,516.4,2952.76,119400.0,206.4,164844.0,1968.8799999999999,134.4375,2405.2,50600.0,6082.626,13117.038,39490.77,33202.708,47288.23,46123.418,35763.574,30278.534,9651.95,28303.616,46791.338,43743.7,41487.952,31445.37,33281.138,40112.13799999999,17086.608,13898.808,30896.36,5738.04,27223.812,7673.996,15282.718,23359.996,48850.758,11517.572,26540.206,22861.586,13104.894,3191.342,45320.396,25913.778,41930.702,46355.166,30574.038,31622.976,2759.218,3785.892,40635.848,50529.666,19203.712,11010.56,44985.424,20334.116,17586.03,,20472.254,2916.078,39127.968,46747.316,50600.0,4548.940000000001,39203.868,15516.996,19515.914,40457.736,15521.55,50600.0,33245.212,26414.718,13565.86,11190.19,8843.362,43117.778,18634.968,6767.75,38564.284,21340.044,16310.404,41951.448,12550.318,44222.376,21652.752,40068.116,36524.598,50600.0,19540.202,23853.852,28619.866,42019.252,50600.0,50600.0,47797.772,41099.85000000001,4800.0,49441.766,50600.0,40433.954,50448.70600000001,48977.258,44432.872,7260.594000000001
1966,20728.0,508.96,2921.264,118160.0,204.96,163841.6,1937.632,127.27500000000003,2365.2799999999997,49840.0,5991.2664,12920.0232,38897.628,32704.0112,46577.97199999999,45430.65519999999,35226.4136,29823.7576,9506.98,27878.5024,46088.5432,43086.68,,30973.068,32781.2632,39509.6632,16829.9712,13690.0512,30432.304,5651.856,26814.9168,7558.7344,15053.1752,23009.1344,48117.0312,11344.5808,26141.5784,22518.2104,12908.0616,3143.4088,44639.6944,25524.5592,41300.91280000001,45658.9224,30114.8232,31148.0064,2717.7752,3729.0288,40025.50719999999,49770.72240000001,18915.2768,10845.184,44309.7536,20028.7024,17321.892,40454.1312,20164.7656,2872.2792,38540.2752,46045.1824,49840.0,4480.616,38615.0352,15283.9344,19222.7896,39850.0704,15288.42,49840.0,32745.8768,26017.9752,13362.104,11022.116,8710.536799999998,42470.15919999999,18355.0752,6666.099999999999,37985.0576,21019.5216,16065.4256,41321.3472,,43558.1664,21327.5328,39466.3024,35976.00719999999,49840.0,19246.7128,23495.5728,28190.0024,41388.1328,49840.0,49840.0,47079.8608,40482.54,4720.0,48699.1624,49840.0,39826.6456,49690.97840000001,48241.6312,43765.5008,7151.5416
1967,20436.0,501.52,2889.768,116920.0,203.52,162839.2,1906.384,120.11250000000001,2325.3599999999997,49080.0,5899.9068,12723.0084,38304.486,32205.3144,45867.714,44737.8924,34689.2532,29368.9812,9362.01,27453.3888,,42429.66,40241.6736,30500.766,32281.3884,38907.18839999999,16573.3344,13481.2944,29968.248,5565.672,26406.0216,7443.4728,14823.6324,22658.2728,47383.3044,11171.5896,25742.9508,22174.8348,12711.2292,3095.4756,43958.9928,25135.3404,40671.12360000001,44962.6788,29655.6084,30673.0368,2676.3324,3672.1656,39415.16639999999,49011.7788,18626.8416,10679.808,43634.0832,19723.2888,17057.754,39837.2544,19857.2772,2828.4804,37952.5824,45343.0488,49080.0,4412.292,38026.2024,,18929.6652,39242.4048,15055.29,49080.0,,25621.2324,13158.348,10854.042,8577.711599999999,41822.5404,18075.1824,6564.45,37405.8312,20698.9992,15820.4472,40691.2464,12173.3124,42893.9568,21002.3136,38864.48880000001,35427.41639999999,49080.0,18953.2236,,27760.1388,40757.0136,49080.0,,46361.9496,39865.23,4640.0,47956.5588,49080.0,39219.3372,48933.2508,47506.0044,43098.12960000001,7042.489200000001
1968,20144.0,494.08,2858.272,115680.0,202.07999999999998,161836.8,1875.136,112.95000000000005,2285.44,48320.0,5808.5472,12525.9936,37711.344,,45157.456,44045.12959999999,34152.0928,,9217.04,27028.2752,44682.9536,41772.64,39618.5344,30028.464,31781.5136,38304.7136,16316.6976,13272.5376,29504.192,5479.488,25997.1264,7328.2112,14594.0896,22307.4112,46649.5776,10998.5984,25344.3232,21831.4592,12514.3968,3047.5424,43278.2912,24746.1216,40041.33440000001,,29196.3936,30198.0672,2634.8896,3615.3024,38804.8256,48252.8352,18338.4064,10514.432,42958.41280000001,,16793.616,39220.3776,19549.7888,2784.6816,37364.88959999999,44640.9152,48320.0,4343.968,37437.3696,14817.8112,,38634.7392,14822.16,48320.0,31747.2064,25224.4896,12954.592,,8444.886399999998,41174.92159999999,17795.2896,6462.799999999999,36826.6048,20378.4768,15575.4688,40061.1456,11984.8096,42229.7472,20677.0944,38262.67520000001,34878.8256,48320.0,18659.7344,22779.0144,27330.2752,40125.8944,,48320.0,45644.0384,39247.92000000001,4560.0,47213.9552,48320.0,38612.0288,48175.5232,46770.3776,42430.75840000001,6933.4368
1969,19852.0,486.64,2826.7760000000003,114440.0,200.64,160834.40000000002,1843.888,105.78750000000002,2245.52,,5717.1876,12328.9788,37118.202,31207.9208,44447.198,43352.3668,33614.9324,28459.4284,9072.07,26603.1616,43980.1588,41115.62,38995.39520000001,29556.162,31281.6388,37702.23879999999,16060.0608,13063.7808,,5393.304,25588.2312,7212.9496,14364.5468,21956.5496,45915.8508,10825.6072,24945.6956,21488.0836,12317.5644,2999.6092,42597.5896,24356.9028,39411.54520000001,43570.1916,28737.1788,29723.0976,2593.4468,,38194.4848,47493.8916,18049.9712,10349.056,42282.7424,19112.4616,16529.478,38603.5008,19242.3004,2740.8828,36777.1968,,47560.0,4275.644,,14584.7496,18343.4164,38027.0736,14589.03,47560.0,,24827.7468,12750.836,10517.894,8312.061199999998,40527.3028,17515.3968,6361.15,36247.3784,20057.9544,15330.4904,39431.0448,11796.3068,41565.5376,20351.8752,37660.8616,34330.2348,47560.0,18366.2452,22420.7352,26900.4116,39494.7752,47560.0,47560.0,44926.1272,38630.61,4480.0,46471.35159999999,47560.0,38004.7204,47417.7956,46034.7508,41763.3872,6824.384400000001
1970,19560.0,479.19999999999993,2795.28,113200.0,199.2,159832.0,1812.6399999999999,98.625,2205.6,46800.0,5625.828,12131.964,36525.06,30709.224,43736.94,42659.60399999999,33077.772,28004.652,8927.1,26178.048,43277.364,40458.6,38372.256,29083.86,30781.764,37099.764,15803.424,12855.024,28576.08,5307.12,25179.336,7097.688,14135.004,21605.688,45182.124,10652.616,24547.068,21144.708,12120.732,2951.676,41916.888,23967.684,38781.756,42873.948,28277.964,29248.128,2552.003999999999,3501.576,37584.14399999999,46734.948,17761.536,10183.68,41607.072,18807.048,16265.34,37986.624,18934.812,2697.084,36189.504,43236.648,46800.0,4207.32,36259.704,14351.688,18050.292,37419.408,14355.9,46800.0,30748.536,24431.004,12547.08,10349.82,8179.235999999999,39879.68399999999,17235.504,6259.5,35668.152,19737.432,15085.512,38800.944,11607.804,40901.328,20026.656,37059.048,33781.64399999999,46800.0,18072.756,22062.456,26470.548,38863.656,,46800.0,,38013.3,4400.0,45728.748,46800.0,37397.412,46660.06800000001,45299.124,41096.016,6715.332
1971,19268.0,471.76,2763.784,111960.0,197.76,158829.6,1781.3919999999998,91.46250000000003,2165.68,46040.0,5534.4684,11934.9492,35931.918,30210.5272,43026.682,,32540.6116,27549.8756,8782.13,25752.9344,42574.5692,,37749.1168,28611.558,30281.8892,36497.28919999999,15546.7872,12646.2672,28112.024,5220.936000000001,24770.4408,,13905.4612,21254.8264,44448.3972,10479.6248,24148.4404,20801.3324,11923.8996,2903.7428,41236.1864,23578.4652,38151.9668,42177.7044,27818.7492,28773.1584,2510.5612,3444.7128,36973.80319999999,45976.00440000001,17473.1008,10018.304,40931.4016,18501.6344,16001.202,37369.7472,18627.3236,2653.2852,35601.8112,42534.5144,46040.0,4138.996,,14118.6264,17757.1676,36811.7424,14122.77,,30249.2008,24034.2612,12343.324,10181.746,8046.410799999998,39232.0652,,6157.849999999999,35088.9256,19416.9096,14840.5336,38170.8432,11419.3012,40237.1184,19701.4368,36457.2344,33233.05319999999,46040.0,17779.2668,21704.1768,26040.6844,38232.5368,46040.0,46040.0,43490.3048,37395.99000000001,4320.0,44986.1444,46040.0,36790.1036,45902.3404,44563.4972,40428.6448,6606.279600000001
1972,18976.0,464.31999999999994,2732.288,110720.0,196.32,157827.2,1750.1439999999998,84.30000000000007,2125.7599999999998,45280.0,5443.1088,11737.9344,35338.776,29711.8304,42316.424,41274.07839999999,32003.4512,27095.0992,8637.16,25327.8208,41871.7744,39144.56,37125.97760000001,28139.256,29782.0144,35894.8144,15290.1504,12437.5104,27647.968,5134.752,24361.5456,6867.1648,13675.9184,20903.9648,43714.6704,10306.6336,23749.8128,20457.9568,11727.0672,2855.8096,40555.4848,23189.2464,37522.1776,41481.4608,27359.5344,28298.1888,2469.118399999999,,36363.4624,45217.06080000001,17184.6656,9852.928,40255.7312,18196.2208,15737.064,36752.8704,18319.8352,2609.4864,35014.1184,41832.3808,45280.0,4070.672,35082.0384,13885.5648,17464.0432,36204.0768,13889.64,45280.0,29749.8656,23637.5184,12139.568,10013.672,7913.585599999999,38584.44639999999,16675.7184,6056.2,34509.6992,19096.3872,14595.5552,37540.7424,11230.7984,39572.9088,19376.2176,35855.42080000001,32684.4624,45280.0,17485.7776,21345.8976,25610.8208,37601.4176,,45280.0,42772.3936,36778.68000000001,4240.0,44243.5408,45280.0,36182.7952,45144.6128,43827.8704,39761.27360000001,6497.2272
1973,18684.0,456.88,2700.792,109480.0,194.88,156824.8,1718.8959999999997,77.13750000000005,2085.8399999999997,44520.0,5351.7492,11540.9196,34745.634,29213.1336,41606.166,40581.31559999999,31466.2908,26640.3228,8492.19,24902.7072,41168.9796,38487.54,36502.8384,27666.954,29282.1396,,15033.5136,12228.7536,27183.912,5048.568,23952.6504,,13446.3756,20553.10320000001,42980.9436,10133.6424,23351.1852,20114.5812,11530.2348,2807.8764,39874.7832,22800.0276,36892.3884,40785.2172,26900.3196,27823.2192,2427.6756,3330.9864,35753.1216,44458.1172,16896.2304,9687.552,39580.0608,17890.8072,15472.926,36135.9936,18012.3468,2565.6876,34426.4256,41130.2472,44520.0,4002.348,34493.2056,13652.5032,17170.9188,35596.4112,,44520.0,29250.5304,23240.7756,11935.812,9845.598,7780.760399999997,37936.8276,16395.8256,5954.549999999999,33930.4728,18775.8648,14350.5768,36910.6416,11042.2956,38908.6992,19050.9984,35253.60720000001,32135.8716,44520.0,17192.2884,20987.6184,25180.9572,36970.2984,44520.0,44520.0,42054.4824,36161.37,4160.0,43500.9372,44520.0,35575.4868,44386.8852,,39093.90240000001,6388.174800000001
1974,18392.0,449.43999999999994,2669.2960000000003,108240.0,193.44,155822.40000000002,1687.6480000000001,69.97500000000002,2045.92,43760.0,5260.3896,11343.9048,34152.492,28714.4368,40895.908,39888.55279999999,30929.1304,26185.5464,8347.22,24477.5936,40466.1848,,35879.6992,27194.652,28782.2648,34689.8648,,12019.9968,26719.856,4962.384,23543.7552,6636.641599999999,13216.8328,20202.2416,,9960.651199999998,22952.5576,19771.2056,11333.4024,2759.9432,39194.0816,22410.8088,36262.5992,40088.9736,26441.1048,27348.2496,2386.2328,3274.1232,35142.78079999999,,16607.7952,9522.176,38904.3904,17585.3936,15208.788,35519.1168,17704.8584,2521.8888,33838.7328,40428.1136,43760.0,3934.024,33904.3728,13419.4416,16877.7944,34988.7456,13423.38,43760.0,28751.1952,22844.0328,11732.056,9677.524,7647.935199999998,37289.20879999999,16115.9328,5852.9,33351.2464,18455.3424,14105.5984,36280.5408,10853.7928,38244.4896,18725.7792,34651.7936,31587.28079999999,43760.0,16898.7992,,24751.0936,36339.1792,43760.0,,41336.5712,35544.06,4080.0,42758.3336,43760.0,34968.1784,43629.15760000001,42356.6168,38426.5312,6279.1224
1975,18100.0,442.0,2637.8,107000.0,192.0,154820.0,1656.4,62.8125,2006.0,43000.0,,11146.89,33559.35,28215.74,40185.64999999999,39195.78999999999,30391.97,25730.77,8202.25,24052.48,39763.39,37173.5,35256.56,26722.35,28282.39,34087.38999999999,14520.24,11811.24,26255.8,4876.2,23134.86,6521.379999999999,12987.29,19851.38,41513.49,9787.659999999998,22553.93,19427.83,11136.57,2712.01,38513.38,22021.59,35632.81,39392.73,25981.89,26873.28000000001,2344.79,3217.26,34532.44,42940.23,16319.36,9356.8,38228.72,17279.98,,,17397.37,2478.09,33251.04,39725.98,,3865.7,33315.54,13186.38,16584.67,34381.08000000001,13190.25,43000.0,28251.86,22447.29,11528.3,9509.449999999999,,36641.59,15836.04,5751.25,32772.02,18134.82,13860.62,35650.44,10665.29,37580.28,,34049.98,31038.69,43000.0,16605.31,20271.06,24321.23,35708.06,43000.0,43000.0,40618.66,34926.75000000001,4000.0,42015.73,43000.0,34360.87,42871.43000000001,41620.99,37759.16,6170.070000000001
1976,17808.0,434.55999999999995,2606.304,105760.0,190.56,153817.6,1625.152,55.64999999999998,1966.08,42240.0,5077.6704,10949.8752,32966.208,27717.0432,39475.392,38503.0272,29854.8096,25275.9936,8057.280000000001,23627.3664,39060.5952,36516.48,34633.4208,,27782.5152,33484.9152,14263.6032,11602.4832,25791.744,,22725.9648,,12757.7472,19500.5184,40779.7632,9614.668799999998,,19084.4544,10939.7376,2664.0768,37832.6784,21632.3712,35003.02080000001,,25522.67520000001,26398.3104,2303.3472,3160.3968,,42181.2864,16030.9248,9191.423999999999,37553.0496,16974.5664,14680.512,34285.3632,17089.8816,,32663.3472,39023.8464,42240.0,3797.376,32726.7072,12953.3184,16291.5456,33773.41440000001,12957.12,42240.0,27752.5248,22050.5472,11324.544,9341.375999999998,7382.284799999998,35993.97119999999,15556.1472,5649.599999999999,32192.7936,17814.2976,13615.6416,35020.33919999999,10476.7872,36916.0704,18075.3408,33448.1664,30490.0992,42240.0,16311.8208,19912.7808,23891.3664,35076.9408,42240.0,42240.0,39900.7488,34309.44,3920.0,41273.1264,42240.0,,42113.7024,40885.3632,37091.7888,6061.017600000001
1977,17516.0,427.12,2574.808,104520.0,189.12,152815.2,1593.904,48.48750000000007,1926.1599999999999,41480.0,4986.3108,10752.8604,32373.066,27218.3464,38765.134,,29317.6492,,7912.309999999999,23202.2528,38357.8004,35859.46,34010.2816,25777.746,27282.6404,,14006.9664,11393.7264,25327.688,4703.832,22317.0696,6290.8568,12528.2044,19149.6568,40046.0364,9441.677599999999,21756.6748,18741.0788,10742.9052,2616.1436,37151.9768,21243.1524,34373.23160000001,38000.2428,25063.4604,25923.34080000001,2261.904399999999,3103.5336,33311.7584,41422.34280000001,,9026.047999999999,36877.3792,16669.1528,14416.374,33668.4864,16782.3932,2390.4924,32075.6544,,,3729.052000000001,32137.8744,12720.2568,15998.4212,33165.74880000001,12723.99,41480.0,27253.1896,21653.8044,11120.788,9173.302,7249.459599999998,35346.3524,15276.2544,5547.95,31613.5672,17493.7752,13370.6632,34390.23839999999,10288.2844,36251.86079999999,17750.1216,32846.3528,29941.5084,41480.0,16018.3316,19554.5016,23461.5028,34445.8216,41480.0,41480.0,39182.8376,33692.13,3840.0,40530.5228,41480.0,33146.2532,41355.9748,40149.7364,36424.41760000001,5951.965200000001
1978,17224.0,419.67999999999995,2543.312,103280.0,187.68,151812.8,1562.656,41.325000000000045,1886.2399999999998,,4894.9512,,31779.924,26719.6496,38054.876,37117.5016,28780.4888,24366.4408,7767.34,22777.13920000001,37655.0056,35202.44,33387.1424,25305.444,26782.7656,32279.9656,13750.3296,11184.9696,24863.632,4617.648,21908.1744,6175.5952,12298.6616,18798.7952,39312.3096,9268.686399999999,21358.0472,18397.7032,10546.0728,2568.2104,36471.2752,20853.9336,33743.44240000001,37303.9992,24604.2456,25448.3712,2220.4616,3046.6704,32701.41759999999,40663.39920000001,15454.0544,8860.672,36201.7088,,14152.236,33051.6096,16474.9048,2346.6936,31487.9616,37619.5792,40720.0,3660.728,31549.0416,12487.1952,15705.2968,32558.08320000001,12490.86,40720.0,26753.8544,21257.0616,10917.032,9005.228,7116.634399999999,34698.73359999999,14996.3616,5446.299999999999,31034.3408,17173.2528,13125.6848,33760.13759999999,10099.7816,35587.6512,17424.9024,32244.53920000001,29392.91759999999,40720.0,,19196.2224,23031.63920000001,33814.7024,40720.0,,38464.9264,33074.82000000001,3760.0,39787.9192,40720.0,32538.9448,40598.24720000001,39414.1096,35757.04640000001,5842.9128
1979,16932.0,412.24,2511.8160000000003,102040.0,186.24,150810.40000000002,1531.408,34.16250000000002,1846.3199999999997,39960.0,4803.5916,10358.8308,31186.782,26220.9528,37344.61799999999,36424.73879999999,28243.3284,23911.6644,7622.370000000001,22352.0256,36952.2108,34545.42,32764.00320000001,24833.142,26282.8908,31677.49079999999,13493.6928,10976.2128,24399.576,4531.464,21499.2792,6060.3336,12069.1188,18447.9336,38578.5828,9095.695199999998,20959.4196,18054.3276,10349.2404,2520.2772,35790.5736,20464.7148,33113.65320000001,36607.7556,24145.0308,,2179.018799999999,2989.8072,32091.0768,39904.4556,15165.6192,8695.296,35526.0384,16058.3256,13888.098,32434.7328,16167.4164,2302.8948,30900.2688,36917.4456,39960.0,3592.404,30960.2088,12254.1336,15412.1724,31950.41760000001,12257.73,,26254.5192,20860.3188,10713.276,8837.153999999999,6983.809199999998,34051.1148,14716.4688,5344.65,30455.1144,16852.7304,12880.7064,33130.03679999999,9911.278800000002,34923.4416,17099.6832,31642.72560000001,28844.3268,39960.0,15431.3532,,22601.7756,33183.5832,39960.0,39960.0,37747.0152,32457.51,3680.0,39045.31559999999,39960.0,31931.6364,39840.51960000001,38678.4828,35089.67520000001,5733.860400000001
1980,16640.0,404.79999999999995,2480.32,100800.0,184.8,149808.0,1500.1599999999999,27.0,1806.3999999999996,39200.0,4712.232,10161.816,30593.64,25722.256,36634.36,35731.976,27706.16800000001,23456.888,,21926.912,,33888.4,32140.864,24360.84,25783.016,31075.016,13237.056,10767.456,23935.52,4445.280000000001,21090.384,5945.072,11839.576,18097.072,37844.856,8922.703999999998,20560.792,17710.952,10152.408,2472.344,35109.872,20075.496,32483.864,35911.512,23685.81600000001,24498.432,2137.576,2932.944,31480.736,39145.512,14877.184,8529.92,,15752.912,13623.96,31817.856,15859.928,2259.096,30312.576,36215.312,39200.0,3524.08,30371.376,12021.072,15119.048,31342.75200000001,12024.6,39200.0,25755.184,20463.576,10509.52,8669.079999999998,6850.983999999999,33403.49599999999,14436.576,5243.0,29875.888,16532.208,12635.728,32499.93599999999,9722.776000000002,34259.232,,31040.912,28295.736,39200.0,15137.864,18479.664,22171.912,32552.464,39200.0,39200.0,,31840.2,3600.0,38302.712,39200.0,31324.328,39082.792,37942.856,34422.304,5624.808000000001
1981,16348.0,397.36,2448.824,99560.0,183.36,148805.6,1468.9119999999998,30.0,1766.48,38440.0,4620.8724,9964.801200000002,30000.49799999999,25223.5592,35924.102,35039.21319999999,27169.0076,,7332.43,21501.7984,35546.6212,33231.38,31517.7248,23888.538,25283.1412,,12980.4192,10558.6992,23471.464,4359.096,20681.4888,5829.8104,11610.0332,17746.2104,37111.1292,8749.712799999998,,17367.5764,9955.5756,2424.4108,34429.1704,19686.2772,,35215.2684,23226.6012,24023.4624,2096.1332,2876.0808,30870.39519999999,38386.5684,,8364.544,34174.6976,15447.4984,13359.822,31200.9792,15552.4396,2215.2972,29724.8832,35513.1784,38440.0,3455.756,29782.5432,11788.0104,14825.9236,30735.08640000001,11791.47,38440.0,25255.8488,20066.8332,10305.764,8501.006,6718.158799999997,32755.8772,14156.6832,5141.35,29296.6616,16211.6856,12390.7496,31869.83519999999,9534.273200000001,33595.0224,16449.2448,30439.0984,27747.14519999999,,14844.3748,18121.3848,21742.0484,,38440.0,38440.0,36311.1928,31222.89000000001,3520.0,37560.1084,38440.0,30717.0196,38325.0644,37207.2292,33754.9328,5515.7556
1982,16056.0,389.91999999999996,2417.328,98320.0,181.92000000000002,147803.2,1437.6639999999998,42.06818181818182,1726.56,37680.0,4529.5128,9767.7864,29407.35599999999,24724.8624,35213.844,34346.45039999999,26631.8472,22547.3352,7187.460000000001,21076.6848,34843.8264,32574.36,30894.58560000001,23416.236,24783.2664,29870.0664,12723.7824,10349.9424,23007.408,4272.912,20272.5936,5714.5488,11380.4904,17395.3488,36377.4024,8576.721599999999,19763.5368,17024.2008,9758.743199999999,2376.4776,33748.4688,19297.0584,,34519.0248,22767.3864,23548.4928,2054.690399999999,2819.2176,30260.05439999999,37627.62480000001,14300.3136,,33499.0272,15142.0848,13095.684,30584.1024,15244.9512,2171.4984,29137.1904,,37680.0,3387.432,29193.7104,11554.9488,14532.7992,30127.42080000001,11558.34,37680.0,24756.5136,19670.0904,10102.008,8332.931999999999,6585.333599999998,,13876.7904,5039.699999999999,28717.4352,15891.1632,12145.7712,31239.73439999999,9345.770400000001,32930.8128,16124.0256,29837.2848,27198.55439999999,37680.0,14550.8856,17763.1056,21312.1848,31290.22560000001,37680.0,37680.0,35593.2816,30605.58,3440.0,36817.5048,37680.0,30109.7112,37567.3368,36471.6024,33087.56160000001,5406.7032
1983,15764.0,382.48,2385.8320000000003,97080.0,180.48000000000002,146800.8,1406.4159999999997,54.13636363636364,1686.6399999999999,36920.0,4438.1532,9570.771600000002,28814.21399999999,24226.1656,,33653.68759999999,26094.6868,22092.5588,7042.49,20651.57120000001,34141.0316,31917.34,30271.4464,22943.934,24283.3916,29267.59159999999,12467.1456,10141.1856,22543.352,4186.728,19863.6984,5599.287200000001,11150.9476,17044.4872,35643.6756,8403.730399999999,19364.9092,16680.8252,9561.9108,2328.5444,,18907.8396,30594.4964,33822.7812,22308.1716,23073.5232,2013.2476,2762.3544,29649.7136,36868.68120000001,14011.8784,8033.791999999999,32823.3568,14836.6712,12831.546,29967.2256,14937.4628,2127.6996,28549.4976,,36920.0,3319.108,28604.8776,11321.8872,14239.6748,,11325.21,36920.0,24257.1784,19273.3476,9898.252,8164.857999999998,6452.508399999999,31460.63959999999,13596.8976,4938.049999999999,28138.2088,15570.6408,11900.7928,30609.63359999999,9157.267600000001,32266.6032,15798.8064,29235.47120000001,26649.9636,36920.0,14257.3964,17404.8264,20882.32120000001,30659.1064,36920.0,36920.0,34875.3704,29988.27,3360.0,36074.9012,36920.0,29502.4028,36809.60920000001,35735.9756,32420.19040000001,5297.650800000001
1984,15472.0,375.03999999999996,2354.3360000000002,95840.0,179.04000000000002,145798.40000000002,1375.1680000000001,66.20454545454545,1646.7199999999998,36160.0,4346.7936,9373.756800000003,28221.07199999999,23727.4688,33793.32799999999,32960.92479999999,25557.5264,21637.7824,6897.52,20226.4576,33438.2368,31260.32,29648.3072,,23783.5168,28665.1168,12210.5088,9932.428800000002,22079.296,4100.544,19454.8032,5484.025599999999,10921.4048,16693.6256,34909.9488,8230.739199999998,18966.2816,16337.4496,9365.078399999999,2280.6112,32387.0656,18518.6208,29964.7072,33126.5376,21848.9568,22598.55360000001,1971.804799999999,2705.4912,29039.3728,36109.73760000001,,7868.415999999999,32147.68640000001,14531.2576,12567.408,29350.3488,,2083.9008,27961.8048,33406.7776,36160.0,3250.784000000001,28016.0448,11088.8256,,28912.08960000001,11092.08,36160.0,23757.8432,18876.6048,9694.496,7996.784,6319.683199999998,30813.02079999999,13317.0048,4836.4,27558.9824,15250.1184,11655.8144,29979.53279999999,8968.7648,31602.3936,15473.5872,28633.65760000001,26101.3728,36160.0,13963.9072,17046.5472,20452.4576,30027.9872,36160.0,36160.0,34157.4592,29370.96000000001,3280.0,35332.2976,36160.0,28895.0944,36051.88160000001,35000.3488,31752.81920000001,5188.598400000001
1985,15180.0,367.6,2322.84,94600.0,177.60000000000002,144796.0,1343.92,78.27272727272728,1606.7999999999997,35400.0,,9176.742000000002,27627.92999999999,23228.772,33083.07,32268.16199999999,25020.366,21183.006,6752.549999999999,19801.344,32735.442,30603.3,29025.16800000001,,23283.642,28062.64199999999,11953.872,9723.671999999999,21615.24,4014.360000000001,19045.908,5368.763999999999,10691.862,16342.764,34176.22199999999,8057.747999999998,18567.654,15994.074,9168.246,2232.678,31706.364,18129.402,29334.91800000001,32430.294,21389.74200000001,22123.584,1930.362,2648.628,28429.03199999999,35350.794,13435.008,7703.039999999999,31472.016,14225.844,12303.27,28733.472,14322.486,2040.102,27374.11199999999,32704.644,35400.0,3182.46,27427.212,10855.764,13653.426,28304.42400000001,10858.95,35400.0,23258.508,18479.862,9490.740000000002,7828.709999999999,6186.857999999998,30165.40199999999,13037.112,4734.75,26979.756,14929.596,11410.836,29349.43199999999,8780.262000000002,30938.184,15148.368,28031.844,25552.78199999999,35400.0,13670.418,16688.268,20022.594,29396.868,,35400.0,33439.548,28753.65,3200.0,34589.694,35400.0,28287.786,35294.154,34264.722,31085.448,5079.546
1986,14888.0,360.15999999999997,2291.344,93360.0,176.16000000000003,143793.6,1312.672,90.3409090909091,1566.8799999999997,34640.0,4164.0744,8979.727200000001,27034.78799999999,22730.0752,32372.812,31575.39919999999,24483.2056,20728.2296,6607.58,19376.2304,32032.6472,29946.28,28402.0288,21527.028,22783.7672,27460.1672,11697.2352,9514.9152,21151.184,3928.176,18637.0128,5253.502399999999,10462.3192,15991.9024,33442.4952,7884.756799999997,,15650.6984,8971.4136,2184.7448,31025.6624,17740.1832,28705.12880000001,31734.0504,20930.5272,21648.61440000001,1888.919199999999,2591.7648,27818.69119999999,34591.8504,13146.5728,7537.663999999999,30796.3456,13920.4304,12039.132,28116.5952,14014.9976,1996.3032,26786.4192,32002.5104,34640.0,3114.136,26838.3792,,13360.3016,27696.75840000001,10625.82,,22759.1728,18083.1192,9286.984,7660.635999999999,,29517.78319999999,12757.2192,4633.1,26400.5296,,11165.8576,28719.33119999999,,30273.9744,14823.1488,27430.0304,25004.19119999999,34640.0,13376.9288,16329.9888,19592.7304,28765.7488,34640.0,34640.0,,28136.34,3120.0,33847.0904,34640.0,27680.4776,34536.4264,33529.0952,30418.0768,
